title,content
关于自主参训补助申领问题,您好，我是本市户籍一企业工作专业技术人员，想咨询关于自主参训补贴日期归属问题，由于职称评审夸年进行，请问2015年12月评审通过的高级专业技术资格证书但发证日期为2016年3月份，是否适用于2015年度的自主参训补贴范畴？还是只能等2016年新出台的补贴文件出台后才能再申请？如果只能算发证日期，那么2016年度的补贴文件大概什么时候出台？会否出现前后都不能申领的情况？
夜晚工厂噪音扰民,多次发投诉夜晚工厂噪音扰民休息，环保局来了好几天有开始吵起来了。请领导再次帮忙处理。横山谢屋高登一巷9号一楼工厂粉碎机夜晚噪音大，二楼磨晃机也吵。      请领导让他们按给窗户隔音，谢谢
路段黑暗增加犯罪率,路灯长期失修，长期旅业没人管理，没人处理过问…难道没人问责！
给佳居乐橱柜的清远代理商诈骗,2015年7月28在佳居乐橱柜清远专卖店购买一套橱柜和电器三件套共1.48万，下了1.2万定金。今年2月发现店关门代理商刘修平跑了，橱柜跟电器没送齐，电话，(13653000111)还联系到可不给我补货跟安装，给售后热线电话(4008899932)也没用说代理商管不到。这是广东佳居乐橱柜科技有限公司，地址是东莞市大岭山镇大片美工业区.电话076988966999.请问这种情况可以投诉佳居乐橱柜公司么？
10年道路无人管，政府有作为吗？,地图上显示的位置，问题出现的柏景路，是柏峰路后面的路。当地管理区在当时售卖地皮时，答应修一条10米的道路，如果我已在住此地10年有多，此路一直无人管理，我们村民已多次向当地管理区反映，道路问题。一直无人回应，下雨的时候到处是坑，而且高低落差很大，车辆难以行走，就算可以行走，车辆都沾满泥巴，如果天气晴朗，就会好像沙尘暴那样，沙土飞扬。实在难以忍受，此路已有上百家住户。不修水泥路也算了，可恨的是，多次反映都没有人来填补，多年来坑坑洼洼都从来没有来填补，或者修补，导致坑洼十分厉害。我们村民出入在下雨天时十分困难。而且卫生环境很差，垃圾随处乱丢，甚至垃圾随处丢弃都没人来打扫或清理。有些住户已经把道路围闭起来当起了自己的养鸡场，在路中间养鸡，试问我们买地时当地政府的承诺在哪里？就算不修路，难到一条烂路都没人来修补，和清洁吗？强烈投诉当地的管理区的不作为，和卫生部门的不重视。
河堤边的小树,在东莞市横沥镇横东路（隔坑变电站）旁边的河堤路（环保河），于2014年该路建立后，种了许多花草树木，但时间长久河堤旁边的小树木每隔一段时间就会给些小车碰倒下，河堤旁边的小树木已经倒下有十棵以上，希望有相关部门跟进。谢谢！
摩托车拉客没人管。,东坑镇为什么还有这么多摩托车在拉客，市政府，治摩办为什么不抓，我要投诉政府治摩办不管事！
启用早已建好的公交站台，方便百姓出行,801路巴士沿海丽水佳园站与金域中央站之间富盈美爵酒店处有个公交站台，是与东莞大道延长线同步建成的，但801不经停此处；同样，39路(花园新村至赤岭公园)往东莞大道延长线掉头匝道回赤岭公园时，也经过富盈美爵酒店处的公交站台，也不经停此处。建议：将富盈美爵酒店站纳入801和39路车路线图，以方便附近居民出行。
建议加强打击石排摩托车抢劫力度,今天本人去石排沙角工业区面试工作，走到天架桥底下时突然有骑摩托车的人抢劫，强拖我在地上5米左右，见包未抢到手，骑车扬长而去。本人手掌的、胳膊均有受伤，听附近开店老板说此处有三人经常骑摩托车抢劫做案，附近人都不敢背包或独行。请政府严惩还市民一个安全的治安环境，感谢!
投诉金沙灵塔使用权问题,本人于1998年在东莞沙田镇斜西山金沙灵塔购买豪华型灵塔10个付36800元，当时市民在金沙灵塔开发有限公司签订合同，后来因我一直不在广东一直没有收到信息。在2015年12月我退休后.去金沙灵塔看时，发现老板已潜逃，才知道新成立了东莞市靖宁陵塔园开发有限公司.灵塔使用权得问题得不到处理。但是该公司负责人不承认我的合同以及收据，并称要求我提供到政府部门出示的公函证明才可以。希望得到东莞政府帮助，谢谢。（081512243203601）回复的.我不明白具体怎么办？找谁...我退休了.孩子不再本地.希望详细告诉我怎么才能办的好.谢谢...
紅荔僑苑基本生活用電,常華物業企業法人將苑内用電輸出供外邊使用包括2005年華建開發小區半島豪庭工地。省信訪投訢紅荔僑苑用的是錯峰電後，朗貝供電局F32大道線提供居民用電解決十多年無休止停電及損失。2008年在經貿辦義務幫助下，常平供電分局不再要紅荔僑苑停電，通知維修日期時間才停電，居民不再苦惱。
关于法律咨询公司,请问工商局，想在东莞注册一间法律咨询公司（非律师事务所），需要提交什么资料？如不受理，请问不受理的政策文件。据市司法局反映，成立公司应当找工商局。
企石上洞阿宝沙发厂存在重大安全隐患。,阿宝沙发工厂内原材料随意堆放，2015年就已经发生过火灾，泡沫，海绵，油漆等易燃物品随意堆放，紧挨员工宿舍，存在重大安全隐患，希望相关部门严查处理！
关于小学生跳级的政策解读疑问,虎门红星学校关于二年级小学生在2016年秋季开学跳级入四年级的答复如下:在6月底参加学校的三年级期末考试，成绩排在三年级前10名即可成功跳级。依据是东莞关于学生跳级的政策1、成绩特别优异。家长理解此项要求为学生申请阶段的成绩优异即该生成绩在本学年二年级中排名前列，至于政策要求排前多少名，也并没有界定前十名，名次可能由学校自行决定。2、达到高一年级的学力程度。家长理解为该生在参加三年级期末考试中能及格即达到升入四年级的学力程度。因为同时参加考试的三年级考生不管及不及格都将被迫升入四年级，因为政策规定禁止小学生留级。学力程度对跳级生和正当升级生应该是同一尺度吧。但虎门红星学校将上述两项要求统一简便归纳为“考入三年级前十名”是否合理合规?家长就此问题向东莞教育局局长信箱至信，没有回复。打电话问询东莞教育局基教科，先后两个接线员说这个问题我们回答不了，请打另一个号码xxx。市长:请您百忙中给我们一个答复，因为申请跳级及准备都有时间限制的。如果同教育局局长信箱中另一封同样问题的信件命运一样:家长2015年7月发信，2016年1月才收到答复，且答复也只有一篇跳级政策的复制及基教科电话号码。那就请市长直言不讳地快速答复我们:以学校答复为准。让我们趁早死了这份跳级心，安份守己陪小孩玩耍吧!谢谢
乌沙陈屋村侵犯架山里郁南移民的土地,广东省东莞市长安乌沙陈屋村的人拆了郁南县水库移民到广东省东莞市长安乌沙笔架山公园内的房子。强制侵占土地
交通太不方便，每次等车都等一个多小时,投诉东莞公汽，在松山湖到虎门，每天等快速公交21号都要等一个多两个小时，在3月14日，在管委会等车晚上18点半等到19点45分才有车，在3月17日晚上19点20分等到20点10分才有车，而且公示是21点30分是最后一班车，但经常过了晚上20点就已经没车了。在长安车站到虎门的832在每天晚上18点等车，经常都要等到19点才有车，每次都要等一个小时右右。公交车公司不是规定十五分钟一班车吗，为什么快巴21和832每天都要等一个多小时才有车。晚了连车都没有。
咨询大学生档案和党组织关系的迁移问题,本人是2011届大学生，随后校园招聘在深圳一家企业工作，档案和党组织关系都放在深圳企业里。2013年来东莞工作，并在常平万科城买了房子，如今的工作单位不能接受档案和党组织关系，请问我可以把档案和党组织关系迁到哪里？急~~~~~~~~~~谢谢
塘厦万科朗润园二期小区停车位违规建设,"东莞塘厦万科朗润园二期小区停车位违规建设行为：1.万科是拿到了竣工验收合格证,才交的房,那么验收单位是拿什么依据去验收,按规划不一致怎么通过验收?2.整个朗润园二期别墅区和高层区是绿地共有,一起算容积率和绿地率,现在万科分区管理,不能和共有绿地相抵触,要求拆开放,不能围闭.现地产和物业长期围闭处理.此外,有部分绿地在别墅围墙内,不能显现共有,而是别墅业主私有了,违反规划建设,请给与调查处理.3.开发商增加车位的时候,他们没有通过公示业主,就划线准备修改车位.说是按规划把绿地复原车位,那么公售是绿地,交房是是绿地,前后矛盾,违反合同法.请给与调查处理.4.在小区停车位违规不达标的情况下,现在开发商准备将地下488个车位进行确权销售,特请住建局部门领导严查.地产商必须按照规划补回欠下的379个车位,方能对地下停车位的确权."
车位未达标，请停止确权,由于东莞市万厦房地产有限公司，对万科朗润园二期停车位未按规划建设，按规划应有966个停车位，尚欠379个未交付使用。造成现在小区停车位紧张，影响小区安全和秩序，造成小区不稳定、不和谐因素。现请求停止对万科朗润园二期车位确权工作，要求万科地产及时更正，并满足规划966个车位数量，确切落实规划要求后再审核确权工作！  致此！万科朗润园业主：2016年3月18日
强烈要求房东装监控保护房客安全,该房东自建房以来一直未安装治安监控设备，违反中国出租房管理之规定，给我们广大的住户的生命财产安全带来严重隐患和威胁，我住在本楼已经２年多近３年，经常有人拳打脚踢下面大门，而且门虽然有门禁系统，但是经常由于没有监控被人损坏，大门就一直敞开着，我们也不敢保证进进出出的是不适本栋人员，有时候半夜三更总有一些怪声音在楼道出现，我们感觉一直生活在担忧和恐慌中，希望有关部门加强出租管理，强烈要强房栋安装监控系统，房东电话：13380153447
请政府部门为民做主！暂停开发商卖车位,我所居住的朗润园，自去年交房入住以来，业主们陆续发现在车位越来越不够，经和地产公司沟通，地产答复二期共有停车位835个，说完全符合规划0.5-08的标准，然而我们在房管所查到的朗润园规划图，上面标明二期业主1450户，停车位966个。但实际经过甄别高层587个车位，别墅248个车位（别墅车位开发商在卖房时已送给别墅业主了），并没有达到规划的966个车位。也就是交房时部分是绿地，当业主发现车位不够时又要改回车位，这其中有以下问题，请给于调查回覆！1. 万科是拿到了竣工验收合格证，才交的房，那么验收单位是拿什么依据去验收，按规划图验收，和规划不一致怎么通过验收的？2. 整个朗润园二期别墅区和高层区是同一个绿地，一起算的容积率和绿地率，现在万科分区管理，在业主要求开通门禁的情况下，物业不给通？此外，有部分绿地是在别墅的围 墙里，应算是别墅业主私有的绿地，怎么有算大家公有的绿地，请给于调查。3. 开发商在业主要求增加车位的时候，他们未经公示，就划线准备修改车位，说是规划图，那么，交了房的绿地是不是属于业主公有财产，他们这样修改是否违法，请给于调查。 4.在小区停车位违规不达标的情况下，现在开发商准备将地下497个车位进行确权销售，特请住建局部门领导严查！地产商必须按照规划补充剩余的379个车位才能确权销售！
开发商的设计师们都是捣鼓的吗？,我所居住的朗润园，自去年交房入信以来，业主们陆续发现在车位越来越不够，经和地产公司沟通，地产答复二期共有停车位835个，说完全符合规划0.5-08的标准，然而我们在房管所查到的朗润园规划图，上面标明二期业主1450户，停车位966个。但实际经过甄别高层587个车位，别墅248个车位，并没有达到规划的966个车位。也就是交房时部分是绿地，当业主发现车位不够时又要改回车位，这其中有以下问题，请给于调查回覆！1. 万科是拿到了竣工验收合格证，才交的房，那么验收单位是拿什么依据去验收，按规划图验收，和规划不一致怎么通过验收的？2. 整个朗润园二期别墅区和高层区是同一个绿地，一起算的容积率和绿地率，现在万科分区管理，在业主要求开通门禁的情况下，物业不给通？此外，有部分绿地是在别墅的围 墙里，应算是别墅业主私有的绿地，怎么有算大家公有的绿地，请给于调查。3. 开发商在业要主要增加车位的时候，他们未经公示，就划线准备修改车位，说是规划图，那么，交了房的绿是不是业主共，他们这样修改是否违法，请给于调查。 4.在小区停车位违规不达标的情况下，现在开发商准备将地下488个车位进行确权销售，特请住建局部门领导严查！地产商必须按照规划补充剩余的379个车位才能确权销售！
东莞民办学校老师如何申请教师职称,本人自2006年就基本在东莞的民办学校里工作，但是，学校从没为我们老师申请和办理过教师职称。现个人想办理教师职称。现把个人情况简单叙述。2003年大学专科英语教育专业毕业后，已在东莞民办学校工作十余年，并取得校级和镇级相关奖励，如何申请教师职称？可以申请哪一级的职称。谢谢。
超市销售过期食品,2016年03月14日在东城区涡岭草岭路22号127生活超市购买中心尚味（柠檬夹心饼干） 条码：6933718401965 单价：4元 生产日期：2015年01月17日 保质期：12个月 将近超过保质期三个月，该超市货架上的饼干大部分超过保质期现对该超市的违法行为向你局投诉举报，望相关部门对该超市的违法行为依据相关法律做出相关的行政处罚并依据相关奖励条款奖励投诉举报人，对受理，调查，处理结果以书面形式回复本人。地址：惠州市博罗县园洲镇汽车站舒雅公寓(另有视频证据因上传限制未能上传)
噪声扰民,该路段通宵施工，噪声很大，影响居民睡眠休息，建议限定工作时间。
本科教育实践申请,您好！我是来自中山大学环境科学与工程学院的13级学生，也是一名东莞人，我之前和几个同学院的东莞同学组队参加了广东省可持续发展协会下的广东家园基金的环境调研比赛，同时在雷恒毅教授的指导下参加本科生教育实践活动，课题是关于东莞虎门五马垃圾填埋场的综合整治状况。我们先前有了解到五马垃圾填埋场整治效果显著，我们小组成员希望能够进入五马垃圾填埋场进行实地参观与学习，结合我们所学的环境类专业，将虎门镇大力整治生活垃圾的成果作为我们家乡的治理范本，为家乡东莞作出正能量的宣传！ 在此，想请问下可以到哪些部门申请相关的批准？谢谢！
投诉大朗镇犀牛陂村无牌无证电镀厂,已经多次投诉市长热线：12345大朗镇犀牛陂村雅瑶街63号存在无牌无证电镀厂，排放有刺激性气味，同时污水乱排放的现象，但环保局答复：没有发现雅瑶街63号门牌号， 希望环保局认真核查大朗镇犀牛陂村雅瑶街63号的违法经营等现象，还我村一个干净的环境，如环保局还是马虎处理，我将会越级投诉。
破除围墙，打通城市毛细血管,东莞大道延长线改造工程未进行前，石鼓社区与赤岭社区以河涌为界；石鼓工业区所有厂(包括社区市政路)沿河涌都修有围墙，以策安全。延长线建成通车后，河涌变成了水乡大道，水乡大道两边都有人行道。但石鼓社区市政路与水乡大道被以前防水的围墙隔绝：如东莞可乐厂与华宝鞋厂所租的宿舍之间市政路与水乡大道不通，还有花园路一直往北市政路也与水乡大道不通。建议打通这二处围墙，提供出行方便。
路口经常堵死！请尽快拓宽东城区新源南路,我是景湖蓝郡业主。随着片区的开发和车流量的激增，景湖蓝郡与景湖花园之间的东城区新源南路道路压力倍增。而新源南路有大量绿化带，现只有两车道的宽度通行，而且到了景湖名郡就中断了，形成断头路。而从东城南片区规划可以看到，此路是城市主干道，也曾多次询问东城区政府，对于何时能打通这条断头路，没有时间表。             目前，上下班高峰期，因车流量巨大，两车道容易堵塞，而且，长泰路(四环路)与新源南路交汇路口还有一所康桥幼儿园，接送孩子的车辆已经完全堵塞出入路口。有时从四环路回小区，就在路口就需要等待十分钟。非高峰时间段，新源南路挺满了各种车辆，开车也是小心翼翼，只要一车当关，后面万车莫开。         近日，中央发文，要求打造开放性小区，各地要尽快打通断头路，优化车辆通行的路网，系统性避免交通堵塞。请东城区明确答复，何时能够开工拓宽道路，按照东城南片区规划，将新源南路拓宽成城市主干道。           几年前，东骏路，景湖花园和景湖春晓之间的道路去除绿化带通畅了许多。希望新源南路也可以和东骏路那样彻底畅通。
行政效能投诉(部门),我是东莞塘厦万科朗润园二期的业主，我们小区自2015年交房后就发现信号非常差，屋里一点信号都没有，必须到阳台才有一格信号，在家经常无法正常接打电话，电梯，地下室更不用说了，投诉移动和联通及电信服务商多次都是回复会尽快解决，但至今已过去近一年的时间也没有解决，请问如果发生紧急情况没有信号！服务商是否该负责任？？？
投诉开发商,我所居住的朗润园，自去年交房入信以来，业主们陆续发现在车位越来越不够，经和地产公司沟通，地产答复二期共有停车位835个，说完全符合规划0.5-08的标准，然而我们在房管所查到的朗润园规划图，上面标明二期业主1450户，停车位966个。但实际经过甄别高层587个车位，别墅248个车位，并没有达到规划的966个车位。也就是交房时部分是绿地，当业主发现车位不够时又要改回车位，这其中有以下问题，请给于调查回覆！1. 万科是拿到了竣工验收合格证，才交的房，那么验收单位是拿什么依据去验收，按规划图验收，和规划不一致怎么通过验收的？2. 整个朗润园二期别墅区和高层区是同一个绿地，一起算的容积率和绿地率，现在万科分区管理，在业主要求开通门禁的情况下，物业不给通？此外，有部分绿地是在别墅的围 墙里，应算是别墅业主私有的绿地，怎么有算大家公有的绿地，请给于调查。3. 开发商在业要主要增加车位的时候，他们未经公示，就划线准备修改车位，说是规划图，那么，交了房的绿是不是业主共，他们这样修改是否违法，请给于调查。                   4.在小区停车位违规不达标的情况下，现在开发商准备将地下488个车位进行确权销售，特请住建局部门领导严查！地产商必须按照规划补充剩余的379个车位才能确权销售！
行政效能投诉(部门),虎门晚上的治安环境相当的差！！经常出现摩托车飞车抢劫事件！！一到晚上七点钟后，路面上就很难遇见治安巡逻民警！而且虎门的假牌假证，无牌无证摩的不断的在增多，搭客电动车也不段增加，造成了路面上的交通事故不断的增长！试问虎门治摩办的人都干嘛去了？？难道政府机关就不应该出面去管理吗？？？东莞每天都在宣传，创建平安东莞，给市民一个安全的治安环境！！虎门治安环境这么差，你们还怎么保障市民的人生安全啊。？？我希望加大禁摩力度！还我们市民一个平安的生活！！虎门大道威远往虎威加油站这段路，每天都非常的堵车！试问市政部门把人行道弄的那么大有什么用？？为什么不把行车到弄大点？？？行车道弄大了，虎门大道道路肯定不会堵车！
工伤保险问题,回复上条：我的工作单位是东莞市高埗镇宝莲工业区的华图仕电梯科技有限公司。我的身份证号码是511521198212056652，姓名是卢奎
望牛墩广场舞扰民（早上和晚上）,望牛墩文化广场早上7点钟就有广场舞音乐就响起，严重影响周边四季明苑业主休息。晚上就更加厉害了，一个广场有三个广场舞，用的都是高音喇叭，同时互相影响，她们几个广场舞的声音是越来越大，附近居民无法正常生活，小孩子都无法安静看书做作业！早上晚上有时就像噩梦一样！
迁户口,"补充信息，办理地点在万江派出所，本人封亮旗，320911198610233434,户口在万江新城社区，母亲施凤秀，320911195806123129,户口在江苏盐城，现在母亲投靠子女迁户口，东莞要求所在地派出所开子女不在身边证明，但这种证明不是国家规定的，现在江苏的派出所说没有这种证明可以开，包括问了江苏省公安厅，都说开不了，现在东莞派出所说没证明就不能迁户口，这样被到处踢皮球，我们老百姓该怎么做。"
建筑噪音扰民,凤岗名流印象花园三期每天早上临晨5:50分开始一直施工到晚上，严重噪音扰民无法睡眠
小区物业强制收取装修材料上楼费,东莞厚街白濠世纪绿洲三期御水南岸小区，小区物业以保护电梯设备为由，每天派专人守护在电梯口，对业主装修材料进行强制搬运，并收取高额的搬运费，如果不给物业搬运，物业阻止装修材料上楼，并叫上多名保安进行恐吓。业主叫苦连天，多次投诉无果，感觉活在黑社会中。
塘厦万科朗润园部分区域无电话信号,"本人是东莞塘厦万科朗润园二期的业主，自2015年5月万科交房时就发现信号非常不理想，我于12月入住后，发现在厨房等位置没有移动的信号，在家里不同地方信号强度不一样，电梯和地下车库是完全没有信号，曾有发现邻居被困电梯十几分钟都无法拨出求救电话的情况.现在信号的问题对我们的生活带来诸多的影响和不便.希望能得到尽快的解决.毕竟交房快一年了.希望相关部门从民生角度考虑,多提高下办事的效率.为人民服务不要成为口号而要落到实处!!谢谢!"
路面问题,松山湖大道，东莞市往松山湖方向，缪边跨线桥桥上有个大窟窿，存在极大安全隐患。；希望有关部门及时处理。
有人天天放有毒物质，受不了，求帮忙。,有一店铺业主天天在店铺门前切割塑胶板，那些废屑像有毒气体似的向周围扩散，比吸PM雾霾还难受，天天吃饭被加料。要求他做下防护，理都不理。
住宅楼房内许多消防管道,东莞市樟木头长虹百荟复式楼19.20两栋，未按住宅楼安装消防管道！业主们强烈要求按住宅楼规范安装，将多余的消防管道和喷淋拆除！
母子保健手册哪里办,母子保健手册哪里办？
塘厦万科朗润园二期 三大运营商信号极差,塘厦万科朗润园，不管是用联通还是移动的手机，在电梯里地下车库，是没有信号的，这万一是发生了什么事，电梯出现故障是叫天天不应，叫地地不灵啊。不说地库，就算是在高层，10楼以上，信号都相当的不好。难道这些没人处理吗
通信设备长时间无信号,东莞塘厦万科朗润园二期自2015年交房就发现信号非常差，经常遇到电话无法接通和无法播出！投诉移动和联通及电信服务商多次都是回复会尽快解决，但至今已过去近一年的时间也没有解决，请问如果发生紧急情况没有信号！服务商是否该负责任？？？
手机信号影响生活质量，你懂的！,东莞塘厦万科朗润园二期自2015年交房就发现信号非常差，经常遇到电话无法接通和无法播出，这对我们长期居住在这里的业主带来诸多不便，投诉移动和联通及电信服务商多次都是回复会尽快解决，但至今已过去近一年的时间也没有解决。如果发生紧急情况没有信号，谁会负责？？？
社保系统中多了一个小孩的资料,2012年我李金香及老公陈银在广州番禺南村镇时有工作人员要求各个流动人口办理居住证，我去填了资料，只填老公和我的信息，后来接到电话说是回访，我以为是骗子的电话，谎称我有一个小孩，后来我反问是谁，她说是居委会办居住证的，我赶紧纠正没有该小孩，她说我前后说法不一致，需要调查，后来我得知她有打过电话到老公老家所在的计生办了解，证实没有这个小孩。此事也就不了了之。今年我怀孕了，是二胎，今年2月份去东莞长安宵边居委会办理生育登记（准生证，流动人口婚育证都已备齐），本想享受生育保险的福利，谁知宵边计生办的工作人员告知我社保系统上显示已有两个小孩了，现在的是超生，不能享受生育保险的福利。我根据114查到番禺南村计生办的电话，他们有了解此事，也有去调查，但是始终没有结果。我该怎么办？
名巨物业不退装修押金,我在2014年7月21号购买了名巨中央2栋804号房，因为购买的时候是期房不是现房，我能看到的就是样板房的格局。在14年年底的时候，我们进去看自己购买的房子，发现厨房外面有个小生活阳台，厨房只能容纳一个人，当时咨询过销售，厨房与阳台之前的墙是否可以打掉，名巨的销售明确回答可以打掉，也就是可以像样板房一样装修。我就没有再追究。15年9月份的时候进行毛坯房验收，也明确问过名巨的工程师，他们的回复是墙可以打掉，因为不是承重墙。后来进行装修申报的时候，听其他邻居说如果装修图纸把墙打掉，装修图纸审核通不过。于是，我只能将图纸改掉，装修时与图纸不一致（仅仅墙那里不一致）。15年9月份交了装修押金3000元，现在名巨中央物业以影响外观为由，要求我整改，否则不退押金。请问物业这样是否合理？如果我的房子影响外观了，样板房就不影响吗？我只是按样板房进行装修，如果不是因为看了样板房的装修，我也不会买名巨中央的房子。名巨中央的开发商是：东莞市名巨地产开发有限公司     物业公司：东莞市名巨物业管理有限公司
广仁驾校太差,广仁驾校学车太坑，14年6月报名，15年8月考完长途，到现在还不安排科目三，每次打电话问就说还没排到，投诉了n次都没用，现在又让自己上网预约考试，预约了几次没预约上，驾校什么都不管你，那这样自己一直预约不上的话，就永远都不安排科目三了？之前说长途完了三个月后可以安排科目三，现在现在都过了七个多月了没一点消息，还叫自己预约，我自己都预约了还要驾校干嘛？退钱算啦自己学自己考。。。。
建筑工地噪声扰民,我是松山湖教师村的居民，旁边（几十米距离）正在建“大学创新城”建筑群，这建筑工地经常在我们理工老师休息时间作业开工，产生巨大噪音，严重影响教师村居民休闲。就这事我们教师村的居民多次向有关部门投诉过，投诉后几天内工地施工时间有所改变，但之后又恢复原来施工时间。为此我们十分困扰。希望政府对这事给予高度重视。
开发商违规销售,关于诉求编号031601071568101回复的不满；在这里，我想请问一下，东莞市政府热线是不是属于中国政府的？是不是代表官方的？还是属于一个挂着政府的名号，外包给私人企业的一个不入流企业。你们所谓的办结部门：市监察局，是不是加双引号的部门？是不是由一班文盲的非洲难民组成的临时工部门？经过差不多一年多的投诉，东城房管所终于像公主出嫁一样，主动打了两次电话给我。从中得知，我套房间和楼上套房间，原本属于一套的复式单位，因为当时为了销售，就分开两套来出售。如果按一个单位来出售，上面所争议的公共地方，是开发商捆绑进行赠送的，但赠送地方不属于房产证里面占有的面积，也表明该地方属于公共场所。因为是一个单位，我房间上面的阳台就不存在任何问题。但因为房产商为了挣钱，就将两个房间一分为二来出售，并将该争议的公共场所一并赠送给上面房间。这就明显损害下面房间，也就是我房间的合法权益。1:既然该争议的公共地方原本属于同一个房间所有，为什么我下面这个房间没有权利使用？2，因为两个房间一分为二，那我房间上面的阳台和所属的公共地方就应属全体业主所有，开发商根据那条法律可以将该公共地方赠送给楼上那个房间，并且在公共地方的唯一出入口加一个门在那里。将其他业主，特别是我楼下房间业主的房间受到损害。物业法明文规定，任何人都不能占用，堵塞公共地方，违法者由当地主管房产的主管部门予以处罚。你们班文盲居然话东城房管所无法处理，如果你们所谓的市政府热线和什么“市监察局”的临时工们，要是代表政府的，难度政府里面没有法律规定处理该类事情的政府职能部门吗？是不是你们东莞市政府不受中国法律管辖，你们是中国的独立王国，有自己的法律吗？当时开发商将一套房子当两套房来出售，你们所谓的市政府部门有没有尽到监管职责，发现他们这样的违法行为，有没有依法依规来处理。他开发商这样做，明显违反法律法规，你们政府部门是白领国家工资的饭桶吗？叫我和开发商协商，协商不了，去走法律途径解决问题。你们这是吃着狗屎，充满你们猪脑子，来说出的低能儿童说出的话吗？你们所谓的政府部门的失职，不反思自己的行为，拨乱反正，还在继续推诿和刁难群众。你们的意思就是相当于一个违法犯罪分子拿刀捅了我，警察说，我处理不了这件事，你去和犯罪分子协商，协商不了去走法律途径解决问题，不要来烦我。要是这样，要你政府有什么用？要什么鬼屎垃圾市政府热线，都是做个样子来欺骗群众的。东城房管所和我说，这是历史遗留问题，他们没有能力处理，市政府点饭桶有一级压死一级推给他们处理。我在这里想问一句，你们市政府没有人了吗？你们的能力，就是向有困难的群众解答，你们的困难，可以提，但是东莞市政府是没有这个能力帮你们解决问题了。既然这样，我也不用给你们留面子了，我将我一路以来反映的问题和你们的答复一一打印出来，将他们发在互联网上，和将他们发在省厅和中央的网络问政平台上，让全中国的百姓们认清你们东莞市政府是如何欺骗和推诿群众的。是虚伪到什么程度？东城房管所话继续跟踪协调，我就想看你们这两个月除开打了两次电话给我，话你们没有权限处理之外，还做了什么工作给全国人民观看，群众的眼睛是雪亮的，看你们一路以来的推诿和虚伪，公于互联网上，看全国人民如何看待你们东莞市政府的办事能力。你们的三禁书记刘志庚倒下了，中纪委进驻东莞调查，我看你们有几个如此办事的政府人员，有几个是跟住中纪委去和你们三禁书记团聚的？
《道路运输经营许可证》,请问，外商投资企业公司使用自有货车运输自产产品，需要办理《道路运输经营许可证》吗？如果需要，办理流程是怎样的？谢谢
会计中级职称,请问东莞市2015年的会计中级职称证书什么时候开始发放，因为要外派其他地方工作，烦请告知确定时间。请直接回应，不要回复“建议您登陆XX咨询XX单位字样。。。。”谢谢！
噪音,东莞市道滘镇沿海丽水佳园位居东莞港口大道和水乡大道交汇处，，白天晚上来往的交通噪音呜呜呜地响个不停，加上即将开通的城轨，24小时对我们是一种折磨，现在已经严重影响到人们的正常生活；为此也有邻居还另外自费在阳台上加装了封闭的隔音玻璃，但是收效甚微！根据公开资料显示，长期生活在震动和噪音环境中可使人烦躁，恶心，头痛和失眠，对普通人群而言，路面噪音每增加10分贝，中风危险增加14%。但是，对老年人而言，噪音起点为60分贝，之后每增加10分贝，老年人中风危险就会增加27%。之前我们很多邻居特意向东莞城管、环保部门求助，结论是“当时环保仪器监测的交通噪音达到60多分贝，属于严重超标。今年7月，城管部门告诉我们：需要先弄清楚小区和道路规划建设时间，划分处置责任后拿出具体的解决方案，可如今过去差不多一年了，噪音处置仍未有进展，所有人对此均翘首以待，谢谢你们协调相关部门为市民排忧解难！
车位与规划不符,我所居住的塘厦万科朗润园，自去年交房入伙以来，业主们陆续发现在车位越来越不够，经和地产公司沟通，地产答复二期共有停车位835个，说完全符合规划0.5-08的标准，然而我们在房管所查到的朗润园规划图，上面标明二期业主1450户，停车位966个。但实际经过甄别高层587个车位，别墅248个车位，并没有达到规划的966个车位。并且高层住宅业主的车子是停不了别墅区的，也就是实际上1450户高层住户只拥有587个车位。还有就是交房时部分是绿地，当业主发现车位不够时又要改回车位，这其中有以下问题，请给于调查回覆！1. 万科是拿到了竣工验收合格证，才交的房，那么验收单位是拿什么依据去验收，按规划图验收，和规划不一致怎么通过验收的？2. 整个朗润园二期别墅区和高层区是同一个绿地，一起算的容积率和绿地率，现在万科分区管理，在业主要求开通门禁的情况下，物业不给通？此外，有部分绿地是在别墅的围 墙里，应算是别墅业主私有的绿地，怎么有算大家公有的绿地，请给于调查。3. 开发商在业要主要增加车位的时候，他们未经公示，就划线准备修改车位，说是规划图，那么交了房的绿地是不是业主共有，他们这样修改是否违法，请给于调查。4：高层住户一旦有火情发生，大型消防车根本进不来，我们不清楚消防验收时如何通过的，消防安全无小事，请给于调查
天鹅湖物业管理公司,1．购房交两次维修基金，办房产证时开发商说第一次交的维修基金找物业管理处退，快10年过去，开发商和物业相互推诿，至今未退。                                                      2．公共设施包括中央空调和热水系统坏了，物业不维修，由业主自己承担。3．物业管理公司所收业主各种费用包括物业管理费没有正式发票提供给业主。严重乱收费！4购房时所交六仟多元公共设施费包括智能门禁系统从未启用过。
